Name,Platform,RatingOutOf20,Publisher,Year,Classification,Genre
captain america: super soldier,ps3,11,sega,2011,+12,action
captain morgane and the golden turtle,ds,9,reef entertainment,2012,+12,adventure
captain morgane and the golden turtle,wii,13,reef entertainment,2012,+12,adventure
captain morgane and the golden turtle,ps3,12,reef entertainment,2012,+12,adventure
captain morgane and the golden turtle,pc,13,reef entertainment,2012,+12,adventure
captain toad: treasure tracker,wiiu,14,nintendo,2014,+3,puzzle
carmen sandiego: the secret of the stolen drums,ps2,9,bam! entertainment,2004,+3,action
carnival games,ds,7,take-two interactive,2008,+3,misc
carnival games,wii,8,take-two interactive,2007,+3,misc
carnival games: wild west 3d,3ds,7,take-two interactive,2011,+3,misc
carnival island,ps3,8,sony computer entertainment,2011,+3,misc
cars,wii,9,thq,2006,+3,racing
cars,ds,10,thq,2006,+3,racing
cars,psp,9,thq,2006,+3,racing
cars,ps2,12,thq,2006,+3,racing
cars,gba,7,thq,2006,+3,racing
cars 2,psp,9,disney interactive studios,2011,+3,racing
cars 2,ds,6,disney interactive studios,2011,+3,racing
cars 2,wii,13,disney interactive studios,2011,+3,racing
cars 2,ps3,14,disney interactive studios,2011,+3,racing
cartoon network racing,ds,8,game factory,2006,+3,action
casper,gba,14,microids,2002,+3,adventure
casper: spirit dimensions,ps2,12,tdk mediactive,2001,+3,platform
castlevania: aria of sorrow,gba,17,konami digital entertainment,2003,+12,platform
castlevania: curse of darkness,ps2,16,konami digital entertainment,2005,+12,action
castlevania: dawn of sorrow,ds,18,konami digital entertainment,2005,+3,platform
castlevania: harmony of dissonance,gba,17,konami digital entertainment,2002,+12,platform
castlevania: lament of innocence,ps2,17,konami digital entertainment,2003,+12,action
castlevania: legacy of darkness,n64,13,konami digital entertainment,1999,+3,platform
castlevania: lords of shadow,ps3,17,konami digital entertainment,2010,+16,action
castlevania: lords of shadow - mirror of fate,3ds,12,konami digital entertainment,2013,+16,action
castlevania: lords of shadow - reverie,ps3,12,konami digital entertainment,2011,+16,action
castlevania: lords of shadow 2,pc,16,konami digital entertainment,2014,+16,action
castlevania: lords of shadow 2,ps3,16,konami digital entertainment,2014,+16,action
castlevania: order of ecclesia,ds,18,konami digital entertainment,2008,+12,platform
castlevania: portrait of ruin,ds,18,konami digital entertainment,2006,+12,platform
castlevania: the dracula x chronicles,psp,16,konami digital entertainment,2007,+12,platform
castlevania,n64,18,konami digital entertainment,1999,+16,platform
castlevania judgment,wii,10,konami digital entertainment,2008,+12,fighting
catwoman,gba,7,electronic arts,2004,+3,action
catwoman,ps2,6,electronic arts,2004,+3,action
catz,ds,8,ubisoft,2006,+3,simulation
catz,gba,6,ubisoft,2005,+3,simulation
petz: catz 2,ds,12,ubisoft,2007,+3,simulation
time hollow,ds,16,konami digital entertainment,2008,+7,adventure
cave story 3d,3ds,14,nippon ichi software,2011,+7,platform
brain challenge,ds,14,ubisoft,2008,+3,misc
brain challenge,ds,5,ubisoft,2008,+3,misc
big brain academy,ds,13,nintendo,2005,+3,misc
big brain academy,ds,11,nintendo,2005,+3,misc
smarty pants,wii,8,electronic arts,2007,+3,misc
ceville,pc,16,kalypso media,2009,+3,action
chameleon twist,n64,9,sunsoft,1997,unknown,platform
champion jockey: g1 jockey & gallop racer,ps3,13,tecmo koei,2011,unknown,sports
champions: return to arms,ps2,17,sony online entertainment,2005,+12,role-playing
champions of norrath,ps2,17,sony online entertainment,2004,+12,role-playing
chaos legion,ps2,14,capcom,2003,+12,action
charlie and the chocolate factory,gba,13,global star,2005,+3,adventure
charlie and the chocolate factory,ps2,9,global star,2005,+3,adventure
chessmaster,ps2,15,ubisoft,2003,+3,misc
chessmaster,gba,15,ubisoft,2002,+3,misc
chicken shoot,wii,5,zoo digital publishing,2007,+3,action
chicken shoot,ds,4,zoo digital publishing,2007,+3,action
chicken shoot 2,gba,3,zoo digital publishing,2005,+3,adventure
child of eden,ps3,17,ubisoft,2011,+7,shooter
child of light,ps4,18,ubisoft,2014,+12,role-playing
children of mana,ds,14,nintendo,2006,+12,role-playing
chronicles of mystery: curse of the ancient temple,ds,8,city interactive,2009,+12,adventure
chrono trigger,snes,19,squaresoft,1995,+12,role-playing
chrono trigger,ds,19,square enix,2008,+12,role-playing
chuchu rocket!,gba,13,atari,2001,+3,strategy
cities in motion,pc,15,paradox interactive,2011,+3,simulation
cities xl 2011,pc,16,focus home interactive,2010,+3,simulation
cities xl 2012,pc,15,focus home interactive,2011,+7,strategy
city crisis,ps2,11,take-two interactive,2001,+3,simulation
sid meier's civilization: beyond earth,pc,17,take-two interactive,2014,+9,strategy
clive barker's jericho,pc,15,codemasters,2007,+18,shooter
clive barker's jericho,ps3,15,codemasters,2007,+18,shooter
clock tower 3,ps2,14,capcom,2002,+16,adventure
code lyoko,ds,11,game factory,2007,+12,action
code lyoko: quest for infinity,psp,12,game factory,2008,+12,action
code lyoko: quest for infinity,wii,10,game factory,2007,+12,action
code name: s.t.e.a.m.,3ds,15,nintendo,2015,unknown,strategy
code of princess,3ds,14,agatsuma entertainment,2012,+12,action
coded arms,psp,9,konami digital entertainment,2005,+12,shooter
coded arms: contagion,psp,10,konami digital entertainment,2007,+12,shooter
inkheart,ds,8,dreamcatcher interactive,2009,+7,adventure
cold fear,ps2,15,ubisoft,2005,+18,action
cold winter,ps2,13,vivendi games,2005,+18,shooter
dirt,ps3,15,codemasters,2007,+12,racing
dirt,pc,15,codemasters,2007,+12,racing
dirt 2,pc,16,codemasters,2009,+3,racing
dirt 2,psp,9,sony computer entertainment,2009,+3,racing
dirt 2,ds,12,codemasters,2009,+3,racing
dirt 2,wii,12,codemasters,2009,+3,racing
dirt 2,ps3,16,codemasters,2009,+3,racing
colin mcrae rally 04,pc,18,codemasters,2004,+3,racing
colin mcrae rally 04,ps2,18,codemasters,2003,+3,racing
colin mcrae rally 2.0,gba,15,codemasters,2002,+3,racing
colin mcrae rally 2005,pc,15,codemasters,2004,+3,racing
colin mcrae rally 3,ps2,17,codemasters,2002,+3,racing
colosseum: road to freedom,ps2,12,tecmo koei,2005,+16,role-playing
combat of giants: dinosaurs 3d,3ds,3,ubisoft,2011,+3,strategy
combat mission: shock force,pc,9,paradox interactive,2007,+12,strategy
command & conquer,n64,15,nintendo,1999,+16,strategy
command & conquer: red alert,pc,16,virgin interactive,1996,+16,strategy
command & conquer: red alert 2,pc,16,electronic arts,2000,+16,strategy
command & conquer: red alert 3,pc,17,electronic arts,2008,+12,strategy
command & conquer: tiberian sun,pc,16,westwood studios,1999,+16,strategy
command & conquer 3: kane's wrath,pc,14,electronic arts,2008,+16,strategy
command & conquer 3: tiberium wars,pc,16,electronic arts,2007,+16,strategy
command & conquer 4: tiberian twilight,pc,13,electronic arts,2010,+16,strategy
commandos 2: men of courage,ps2,13,eidos interactive,2002,+12,strategy
commandos 3: destination berlin,pc,17,eidos interactive,2003,+12,strategy
commandos: strike force,ps2,12,eidos interactive,2006,+16,shooter
company of heroes,pc,18,thq,2006,+18,strategy
company of heroes: opposing fronts,pc,18,thq,2007,+18,strategy
company of heroes: tales of valor,pc,12,thq,2009,+16,strategy
company of heroes 2,pc,17,thq,2013,+18,strategy
conan,ps3,13,thq,2007,+18,action
condemned 2: bloodshot,ps3,14,sega,2008,+18,action
conduit 2,wii,15,sega,2011,+16,shooter
conflict: denied ops,pc,11,eidos interactive,2008,+16,shooter
conflict: denied ops,ps3,11,eidos interactive,2008,+16,shooter
conflict: desert storm,ps2,16,gotham games,2002,+12,shooter
conflict: global terror,ps2,13,eidos interactive,2005,+16,shooter
conflict: vietnam,ps2,10,sci,2004,+16,shooter
conflict zone,ps2,13,ubisoft,2002,unknown,strategy
conker's bad fur day,n64,19,thq,2001,+16,platform
constantine,ps2,9,sci,2005,+16,action
contact,ds,12,rising star games,2006,+3,role-playing
contra: shattered soldier,ps2,16,konami digital entertainment,2002,+12,shooter
contra 4,ds,16,konami digital entertainment,2007,unknown,shooter
contra advance: the alien wars ex,gba,14,konami digital entertainment,2002,+16,shooter
contrast,pc,15,focus home interactive,2013,+12,platform
cooking mama,ds,13,505 games,2006,+3,simulation
cooking mama 3: shop & chop,ds,13,505 games,2009,+3,simulation
camping mama: outdoor adventures,ds,13,505 games,2011,+3,simulation
crafting mama,ds,12,505 games,2010,+3,simulation
corvette,ps2,9,tdk mediactive,2004,+3,racing
cossacks: european wars,pc,15,strategy first,2001,unknown,strategy
counter-strike: source,pc,18,vivendi games,2004,+16,shooter
country dance,wii,10,funbox media,2011,+12,misc
davis cup tennis,gba,12,ubisoft,2002,+3,sports
2010 fifa world cup south africa,psp,13,electronic arts,2010,+3,sports
2010 fifa world cup south africa,wii,13,electronic arts,2010,+3,sports
2010 fifa world cup south africa,ps3,16,electronic arts,2010,+3,sports
2014 fifa world cup brazil,ps3,13,electronic arts,2014,+3,sports
fifa world cup: germany 2006,gba,8,electronic arts,2006,+3,sports
2002 fifa world cup,ps2,14,electronic arts,2002,+3,sports
fortune street,wii,12,nintendo,2011,+3,misc
cranium kabookii,wii,6,ubisoft,2007,+3,misc
crash 'n' burn,ps2,11,eidos interactive,2004,+3,racing
crash bandicoot purple: ripto's rampage,gba,13,vivendi games,2004,+3,platform
crash bandicoot: the wrath of cortex,ps2,13,universal interactive,2001,+3,platform
crash bandicoot 2: n-tranced,gba,15,vivendi games,2003,+3,platform
crash bandicoot: the huge adventure,gba,16,universal interactive,2002,+3,platform
crash boom bang!,ds,5,vivendi games,2006,+3,misc
crash nitro kart,gba,11,vivendi games,2003,+3,racing
crash nitro kart,ps2,11,vivendi games,2003,+3,racing
crash of the titans,psp,14,vivendi games,2007,+7,action
crash of the titans,ds,12,vivendi games,2007,+7,action
crash of the titans,wii,14,vivendi games,2007,+7,action
crash of the titans,ps2,14,vivendi games,2007,+7,action
crash tag team racing,psp,9,vivendi games,2005,+3,racing
crash tag team racing,ps2,14,vivendi games,2005,+3,racing
crazy machines,ds,11,dtp entertainment,2008,+3,puzzle
crazy taxi,ps2,15,acclaim entertainment,2001,+3,racing
crazy taxi: catch a ride,gba,10,thq,2003,+3,racing
crazy taxi: fare wars,psp,13,sega,2007,+12,racing
crimson sea 2,ps2,14,tecmo koei,2004,+12,action
crimson tears,ps2,13,capcom,2004,+12,role-playing
crisis core: final fantasy vii,psp,16,square enix,2007,+16,role-playing
time crisis: crisis zone,ps2,14,namco bandai games,2004,+16,shooter
cross edge,ps3,13,nippon ichi software,2008,+12,role-playing
cruis'n,wii,3,midway games,2007,+3,racing
crush3d,3ds,13,sega,2012,+3,platform
crysis,pc,18,electronic arts,2007,+18,shooter
crysis 2,ps3,15,electronic arts,2011,+16,action
crysis 2,pc,15,electronic arts,2011,+16,action
crysis 3,pc,14,electronic arts,2013,+16,shooter
crysis 3,ps3,13,electronic arts,2013,+16,shooter
crysis: warhead,pc,16,electronic arts,2008,+16,shooter
ct special forces,gba,15,lsp games,2002,+12,action
cube,psp,10,d3publisher,2007,+3,puzzle
cubic ninja,3ds,6,ubisoft,2011,+7,platform
what's cooking? jamie oliver,ds,10,atari,2008,+3,simulation
culdcept revolt,3ds,13,nintendo,2016,unknown,strategy
cursed mountain,wii,12,deep silver,2009,+16,adventure
custom robo arena,ds,14,nintendo,2006,+7,fighting
cy girls,ps2,12,konami digital entertainment,2004,+12,action
the da vinci code,ps2,10,take-two interactive,2006,+16,action
damnation,pc,8,codemasters,2009,+18,shooter
damnation,ps3,8,codemasters,2009,+18,shooter
dance factory,ps2,3,codemasters,2006,+3,action
everybody dance,ps3,14,sony computer entertainment,2011,+12,misc
dance dance revolution: hottest party,wii,13,konami digital entertainment,2007,+3,simulation
dante's inferno,psp,12,electronic arts,2010,+16,action
dante's inferno,ps3,15,electronic arts,2010,+16,action
dark arena,gba,14,thq,2002,+12,shooter
dark cloud,ps2,14,sony computer entertainment,2000,+12,role-playing
dark sector,ps3,15,d3publisher,2008,+16,shooter
dark souls,pc,18,namco bandai games,2012,+16,role-playing
dark souls,ps3,18,namco bandai games,2011,+16,role-playing
dark souls ii,ps3,17,namco bandai games,2014,+16,role-playing
dark void,pc,11,capcom,2010,+16,action
dark void,ps3,11,capcom,2010,+16,action
darksiders,pc,18,thq,2010,+18,action
darksiders,ps3,18,thq,2010,+18,action
darksiders ii,wiiu,16,thq,2012,+16,action
darksiders ii,pc,16,nordic games,2012,+16,action
darksiders ii,ps3,16,thq,2012,+16,action
darkspore,pc,14,electronic arts,2011,+12,role-playing
darkstalkers chronicle: the chaos tower,psp,12,capcom,2004,+12,fighting
dave mirra bmx challenge,wii,6,505 games,2007,+7,sports
dave mirra bmx challenge,psp,9,oxygen interactive,2006,+7,sports
dave mirra freestyle bmx 2,gba,14,acclaim entertainment,2001,+3,sports
dave mirra freestyle bmx 2,ps2,14,acclaim entertainment,2001,+3,sports
daxter,psp,16,sony computer entertainment,2006,+7,platform
dc universe online,pc,11,sony online entertainment,2011,+16,role-playing
dc universe online,ps3,11,sony online entertainment,2011,+16,role-playing
de blob,wii,16,thq,2008,+3,platform
de blob 2,ds,14,thq,2011,+7,platform
de blob 2,ps3,15,thq,2011,+7,platform
de blob 2,wii,15,thq,2011,+7,platform
dead head fred,psp,15,d3publisher,2007,+18,action
dead island,pc,16,deep silver,2011,+18,action
dead island,ps3,16,deep silver,2011,+18,action
dead island: riptide,ps3,14,deep silver,2013,+18,action
dead or alive: dimensions,3ds,16,ubisoft annecy,2011,+16,fighting
dead or alive 2,ps2,17,tecmo koei,2000,unknown,fighting
dead or alive 5,ps3,17,tecmo koei,2012,+16,fighting
dead rising: chop till you drop,wii,12,capcom,2009,+18,action
dead rising 2,pc,16,capcom,2010,+18,action
dead rising 2,ps3,16,capcom,2010,+18,action
dead rising 2: off the record,ps3,12,capcom,2011,+18,action
dead space,pc,18,electronic arts,2008,+18,action
dead space,ps3,18,electronic arts,2008,+18,action
dead space 2,pc,19,electronic arts,2011,+18,shooter
dead space 2,ps3,19,electronic arts,2011,+18,shooter
dead space 3,ps3,16,electronic arts,2013,+18,action
dead to rights,ps2,15,electronic arts,2002,+16,shooter
dead to rights: reckoning,psp,10,electronic arts,2005,+12,shooter
dead to rights: retribution,ps3,14,namco bandai games,2010,+18,shooter
dead to rights ii,ps2,8,electronic arts,2005,+16,shooter
deadly creatures,wii,15,thq,2009,+12,action
death jr.,psp,9,konami digital entertainment,2005,+12,platform
death jr. and the science fair of doom,ds,10,konami digital entertainment,2007,+12,platform
death jr. ii: root of evil,psp,12,konami digital entertainment,2006,+12,platform
deception iv: blood ties,ps3,10,tecmo koei,2014,+16,action
deep labyrinth,ds,12,505 games,2006,+7,action
def jam: fight for ny,ps2,17,electronic arts,2004,+18,fighting
defiance,pc,12,trion worlds,2013,+18,shooter
defiance,ps3,11,trion worlds,2013,+18,shooter
delta force: black hawk down,ps2,8,novalogic,2005,+16,shooter
dementium: the ward,ds,14,southpeak games,2007,+18,shooter
demigod,pc,14,atari,2009,+12,strategy
demon's souls,ps3,18,namco bandai games,2009,+16,role-playing
denki blocks!,gba,15,rage software,2001,+3,puzzle
deponia,pc,14,daedalic,2012,+12,adventure
destiny,ps3,15,activision,2014,+16,shooter
destiny,ps4,15,activision,2014,+16,shooter
destroy all humans! path of the furon,ps3,10,thq,2009,+16,action
destroy all humans!,ps2,14,thq,2005,+12,shooter
destroy all humans! 2,ps2,14,thq,2006,+16,action
deus ex,pc,18,eidos interactive,2000,+16,role-playing
deus ex: human revolution,ps3,18,square enix,2011,+18,shooter
deus ex: human revolution,pc,17,square enix,2011,+18,shooter
devil kings,ps2,13,capcom,2005,+16,action
devil may cry,ps2,17,capcom,2001,+16,action
devil may cry 2,ps2,16,capcom,2003,+16,action
devil may cry 3: dante's awakening,ps2,15,capcom,2005,+16,action
devil may cry 4,pc,18,capcom,2008,+16,action
devil may cry 4,ps3,17,capcom,2008,+16,action
devil's third,wiiu,15,nintendo,2015,unknown,action
dewy's adventure,wii,14,konami digital entertainment,2007,+3,platform
di-gata defenders,ds,7,game factory,2008,+7,role-playing
diablo ii,pc,17,havas interactive,2000,+12,role-playing
diablo ii: lord of destruction,pc,17,vivendi games,2001,+12,role-playing
diablo iii,ps3,18,activision,2013,+16,role-playing
diablo iii,pc,18,activision,2012,+16,role-playing
diddy kong racing,n64,17,nintendo,1997,+3,racing
diddy kong racing ds,ds,12,nintendo,2007,+3,racing
digimon rumble arena 2,ps2,14,atari,2004,+12,fighting
digimon racing,gba,13,namco bandai games,2004,+3,racing
dino stalker,ps2,12,capcom,2002,+12,shooter
dinosaur king,ds,14,sega,2007,+7,strategy
dirge of cerberus: final fantasy vii,ps2,11,square enix,2006,+16,shooter
dirt 3,pc,15,codemasters,2011,+12,racing
dirt 3,ps3,15,codemasters,2011,+12,racing
disaster: day of crisis,wii,16,nintendo,2008,+16,action
disciples iii: renaissance,pc,14,kalypso media,2010,+16,strategy
